Numero,Nombre,Tipo,Contacto,Cargo,Correo Electrónico,Telefono,Observaciones,Razon Social,Tipo de Contribuyente,CUIT,Alta,Baja,Activo,Frecuencia,Importe,Nro de Cuenta,Fecha_Donación,País
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/1/2020,25/12/2021,NO,Mensual,"197.183,00",405100,23/08/2021,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"581.841,00",403103,24/08/2021,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"545.228,00",405100,01/09/2021,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"590.151,00",403103,03/09/2021,Paraguay
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"496.721,00",405100,12/09/2021,Bolivia
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"228.710,00",405100,19/09/2021,Chile
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/1/2020,25/12/2021,NO,Mensual,"46.112,00",405100,22/09/2021,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"294.729,00",403103,24/09/2021,Uruguay
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"104.618,00",405100,01/10/2021,Argentina
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"291.540,00",405100,03/10/2021,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"442.684,00",403103,05/10/2021,Paraguay
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"606.837,00",404100,11/10/2021,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"66.423,00",405100,22/10/2021,Brasil
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/1/2020,25/12/2021,NO,Mensual,"132.359,00",405100,23/10/2021,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"545.689,00",403103,24/10/2021,Uruguay
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"455.378,00",405100,26/10/2021,Bolivia
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"244.089,00",405100,01/11/2021,Chile
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,-,apoyologisticosa@mail.com,(595) 5030-0105,Observación 175,SA,Responsable Inscripto,29-01265476-14,2/5/2020,1/7/2024,NO,Trimestral,"196.540,00",403103,03/11/2021,Paraguay
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"329.454,00",405100,03/11/2021,Bolivia
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"520.747,00",403103,04/11/2021,Paraguay
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/1/2020,25/12/2021,NO,Mensual,"180.459,00",405100,22/11/2021,Uruguay
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"366.630,00",405100,22/11/2021,Chile
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"347.660,00",403103,24/11/2021,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"599.251,00",403103,06/12/2021,Paraguay
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"446.985,00",405100,09/12/2021,Chile
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"123.625,00",405100,15/12/2021,Brasil
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/1/2021,,SI,Mensual,"492.165,00",405100,21/12/2021,Bolivia
D00114,Latinoamerica Crece,Estado,Contacto ESD,-,latinoamerica_crece@example.com,(+)598 5550-9219,-,GOB,Exento,27-75193456-1,21/1/2020,25/12/2021,NO,Mensual,"113.088,00",405100,23/12/2021,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"416.591,00",403103,24/12/2021,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"732.998,00",404100,27/12/2021,Argentina
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"569.863,00",405100,01/01/2022,Chile
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"39.420,00",405100,01/01/2022,Argentina
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"326.348,00",405100,03/01/2022,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"360.648,00",403103,04/01/2022,Paraguay
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"706.102,00",404100,21/01/2022,Uruguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"74.488,00",405100,21/01/2022,Brasil
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"82.997,00",403103,22/01/2022,Bolivia
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"572.610,00",403103,24/01/2022,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"89.993,00",405100,03/02/2022,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"63.873,00",403103,05/02/2022,Paraguay
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"433.172,00",404100,08/02/2022,Argentina
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,-,apoyologisticosa@mail.com,(595) 5030-0105,Observación 175,SA,Responsable Inscripto,29-01265476-14,2/5/2020,1/7/2024,NO,Trimestral,"167.308,00",403103,09/02/2022,Paraguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"14.428,00",405100,14/02/2022,Brasil
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"429.540,00",405100,18/02/2022,Chile
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"254.098,00",404100,22/02/2022,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"317.989,00",403103,24/02/2022,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"465.762,00",405100,01/03/2022,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"299.852,00",403103,03/03/2022,Paraguay
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"303.796,00",405100,07/03/2022,Chile
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"47.448,00",405100,07/03/2022,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"76.229,00",404100,21/03/2022,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"477.604,00",403103,24/03/2022,Uruguay
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,Exento,30-33445566-7,1/4/2022,1/12/2023,NO,Semestral,"496.574,00",405100,01/04/2022,Argentina
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"46.331,00",405100,01/04/2022,Argentina
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"723.618,00",403103,05/04/2022,Paraguay
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"65.198,00",404100,16/04/2022,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"11.747,00",405100,21/04/2022,Brasil
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"67.094,00",405100,22/04/2022,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"628.328,00",404100,23/04/2022,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"484.857,00",403103,24/04/2022,Uruguay
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"262.362,00",405100,25/04/2022,Chile
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"268.395,00",405100,01/05/2022,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"615.923,00",403103,03/05/2022,Paraguay
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,-,apoyologisticosa@mail.com,(595) 5030-0105,Observación 175,SA,Responsable Inscripto,29-01265476-14,2/5/2020,1/7/2024,NO,Trimestral,"194.895,00",403103,05/05/2022,Paraguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"59.924,00",405100,10/05/2022,Brasil
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"523.067,00",405100,12/05/2022,Chile
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"486.856,00",404100,21/05/2022,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"299.187,00",403103,24/05/2022,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"282.999,00",403103,05/06/2022,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"46.148,00",405100,05/06/2022,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"43.728,00",405100,09/06/2022,Brasil
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"505.685,00",404100,21/06/2022,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"298.046,00",404100,22/06/2022,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"361.284,00",403103,24/06/2022,Uruguay
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"534.547,00",405100,30/06/2022,Chile
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"46.713,00",405100,30/06/2022,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"694.300,00",405100,01/07/2022,Chile
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"40.212,00",405100,01/07/2022,Argentina
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"693.094,00",403103,04/07/2022,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"23.153,00",405100,05/07/2022,Argentina
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"30.913,00",403103,14/07/2022,Bolivia
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"307.194,00",405100,15/07/2022,Chile
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"59.286,00",405100,15/07/2022,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"171.034,00",404100,21/07/2022,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"375.092,00",403103,24/07/2022,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"54.677,00",403103,03/08/2022,Paraguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"89.666,00",405100,04/08/2022,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"83.712,00",405100,05/08/2022,Argentina
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,-,apoyologisticosa@mail.com,(595) 5030-0105,Observación 175,SA,Responsable Inscripto,29-01265476-14,2/5/2020,1/7/2024,NO,Trimestral,"157.365,00",403103,07/08/2022,Paraguay
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"462.809,00",405100,09/08/2022,Chile
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,(+)598 5503-7127,Observación C,,Responsable Inscripto,25-36901514-8,13/8/2019,,SI,Anual,"747.805,00",404100,15/08/2022,Uruguay
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"587.146,00",404100,23/08/2022,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"547.634,00",404100,24/08/2022,Argentina
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"378.265,00",403103,24/08/2022,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"108.254,00",405100,26/08/2022,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"676.067,00",405100,01/09/2022,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"319.808,00",403103,05/09/2022,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"55.339,00",405100,05/09/2022,Argentina
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"81.847,00",405100,19/09/2022,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"417.361,00",404100,21/09/2022,Uruguay
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"434.394,00",405100,23/09/2022,Chile
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"398.047,00",403103,24/09/2022,Uruguay
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,Exento,30-33445566-7,1/4/2022,1/12/2023,NO,Semestral,"444.382,00",405100,01/10/2022,Argentina
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"64.932,00",405100,01/10/2022,Argentina
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"281.342,00",404100,04/10/2022,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"626.970,00",403103,04/10/2022,Paraguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"83.619,00",405100,05/10/2022,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"65.179,00",405100,05/10/2022,Argentina
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"291.606,00",405100,07/10/2022,Chile
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"662.880,00",404100,13/10/2022,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"53.331,00",405100,14/10/2022,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"279.196,00",404100,22/10/2022,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"529.570,00",403103,24/10/2022,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"727.911,00",405100,01/11/2022,Chile
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,-,apoyologisticosa@mail.com,(595) 5030-0105,Observación 175,SA,Responsable Inscripto,29-01265476-14,2/5/2020,1/7/2024,NO,Trimestral,"156.809,00",403103,04/11/2022,Paraguay
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"364.686,00",403103,05/11/2022,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"173.595,00",405100,05/11/2022,Argentina
